slug,category_title,city,district,latin_city,meter,built_year,total_cost,price_per_meter,floor,room,elevator,parking,storage,divder,lat,long,token
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۱۰۵,۱۳۸۰,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۴۱٬۹۰۵٬۰۰۰ تومان,۱ از ۴,۳,,,1,1,35.722244,51.41102,gYBGQnuG
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۱۲۱,۱۳۷۵,توافقی,,۶,۲,1,,1,1,,,gYAO9W9d
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۶۶,۱۴۰۰,توافقی,,۳,۱,1,1,,1,,,gYAq7xBt
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۶۶,۱۴۰۰,توافقی,,۳,۱,1,1,1,1,,,gY79LQnS
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۹۸,۱۳۹۷,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۵۹٬۱۸۴٬۰۰۰ تومان,۲ از ۴,۲,1,1,1,1,35.72324,51.414352,gY4Rts19
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۸۸,۱۴۰۰,۴٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۵۱٬۷۰۵٬۰۰۰ تومان,۴ از ۵,۲,1,1,1,1,35.713448,51.40762,gYqxz7Bf
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۶۸,۱۳۹۹,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴۴٬۱۱۸٬۰۰۰ تومان,۴ از ۵,۱,1,1,1,1,,,gYeJcdGw
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۱۵۵,۱۴۰۰,توافقی,,۶ از ۶,۳,1,1,1,1,,,gY1tfBrJ
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۷۵,۱۳۹۹,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵,۲,1,1,1,1,,,gYdNwFbm
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۱۰۲,۱۳۷۵,۳٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۳۸٬۷۲۵٬۰۰۰ تومان,۲ از ۳,۲,,1,1,1,35.72252,51.412907,gYAunCGr
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۱۴۸,۱۴۰۰,۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۴٬۱۸۹٬۰۰۰ تومان,۳,۳,1,1,1,1,35.717484,51.416126,gY_FL4m4
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۹۴,۱۳۹۵,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۴۷٬۸۷۲٬۰۰۰ تومان,۴,۲,1,1,1,1,,,gY_B5Xwb
apartment-sell,آپارتمان,تهران,بهجت‌آباد,tehran,۹۲,۱۳۹۸,توافقی,,۳ از ۵,۲,1,1,1,1,,,gY65LsM4
