slug,category_title,city,district,latin_city,meter,built_year,total_cost,price_per_meter,floor,room,elevator,parking,storage,divder,lat,long,token
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۴۶,۱۳۸۰,۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۲۳٬۹۱۳٬۰۰۰ تومان,زیرهمکف از ۳,۱,,,,1,35.678654,51.48194,gYA6_zKq
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۱۱۰,۱۴۰۰,۵٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۴۶٬۳۶۴٬۰۰۰ تومان,۴ از ۵,۲,1,1,1,1,,,gY31HogO
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۱۰۵,۱۳۹۷,۳٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۳۷٬۱۴۳٬۰۰۰ تومان,۱ از ۵,۲,1,1,,1,35.676304,51.48285,gYaBN59U
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۶۹,۱۳۷۹,۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۳۱٬۸۸۴٬۰۰۰ تومان,۱ از ۴,۱,,1,1,1,,,gYpVSksy
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۱۵۰,۱۴۰۰,۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵,۳,1,1,1,1,35.68330465775,51.479793190956,gY2dCZQJ
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۶۰,۱۳۸۰,۱٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۲۳٬۳۳۳٬۰۰۰ تومان,۱ از ۴,۱,,,1,1,35.68021,51.490826,gY8tKuSC
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۵۴,۱۳۸۲,۱٬۶۲۰٬۰۰۰٬۰۰۰ تومان,۳۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵,۱,1,1,1,1,35.680576,51.483463,gY-pSp9M
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۹۲,۱۳۹۱,۲٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۲۹٬۳۴۸٬۰۰۰ تومان,۴ از ۴,۲,1,,1,1,35.67843,51.490673,gY_5GpUD
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۱۲۸,۱۳۸۶,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳۱٬۲۵۰٬۰۰۰ تومان,۳ از ۵,۲,1,1,1,1,,,gY_lGDOw
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۹۴,۱۴۰۰,۳٬۴۷۰٬۰۰۰٬۰۰۰ تومان,۳۶٬۹۱۵٬۰۰۰ تومان,۴ از ۵,۲,1,1,1,1,35.677294626625,51.486487454327,gY_ZV9XO
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۱۰۵,۱۳۷۱,۴٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۴۰٬۴۷۶٬۰۰۰ تومان,۲,۲,,1,1,1,35.67833,51.49085,gY_50xFw
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۶۰,۱۳۸۵,۱٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۳۲٬۵۰۰٬۰۰۰ تومان,۴ از ۴,۱,,1,1,1,,,gY8Z8uVS
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۷۰,۱۳۸۵,۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۳۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵,۲,1,1,,1,,,gY7xOlsd
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۱۳۸,۱۴۰۰,۴٬۶۹۲٬۰۰۰٬۰۰۰ تومان,۳۴٬۰۰۰٬۰۰۰ تومان,۵,۳,1,1,1,1,,,gY7BNb0m
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۹۴,۱۴۰۰,۳٬۴۷۸٬۰۰۰٬۰۰۰ تومان,۳۷٬۰۰۰٬۰۰۰ تومان,۱ از ۴,۲,1,1,1,1,35.680134,51.484974,gY7psiQy
apartment-sell,آپارتمان,تهران,ائمه اطهار,tehran,۶۰,۱۳۹۳,توافقی,,۲ از ۶,۱,1,,,1,35.675465,51.484936,gY7NpO6m
