slug,category_title,city,district,latin_city,meter,built_year,total_cost,price_per_meter,floor,room,elevator,parking,storage,divder,lat,long,token
apartment-sell,آپارتمان,تهران,اوین,tehran,۱۲۰,۱۴۰۰,۱۱٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۹۳٬۷۵۰٬۰۰۰ تومان,۲,۲,1,,1,1,,,gYBKg3RT
apartment-sell,آپارتمان,تهران,اوین,tehran,۹۵,۱۳۹۱,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۶۱٬۰۵۳٬۰۰۰ تومان,۳,۲,1,1,1,1,,,gYBCwGsd
apartment-sell,آپارتمان,تهران,اوین,tehran,۹۰,۱۳۹۶,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۸۰٬۰۰۰٬۰۰۰ تومان,۴,۲,1,1,1,1,,,gYAOfLej
apartment-sell,آپارتمان,تهران,اوین,tehran,۱۳۱,۱۳۸۸,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶۱٬۰۶۹٬۰۰۰ تومان,۲,۳,1,1,1,1,,,gYbJeagm
apartment-sell,آپارتمان,تهران,اوین,tehran,۱۰۷,۱۳۹۶,۱۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۶٬۸۲۲٬۰۰۰ تومان,۴,۲,1,1,1,1,,,gYfZnamQ
apartment-sell,آپارتمان,تهران,اوین,tehran,۶۵,۱۳۹۹,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۹٬۲۳۱٬۰۰۰ تومان,۳ از ۵,۲,1,1,1,1,,,gY8lJHU-
apartment-sell,آپارتمان,تهران,اوین,tehran,۱۴۰,۱۳۹۶,توافقی,,۱ از ۴,۳,1,1,1,1,,,gYzBId1S
apartment-sell,آپارتمان,تهران,اوین,tehran,۹۲,۱۳۹۸,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۷۰٬۶۵۲٬۰۰۰ تومان,۵,۲,1,1,1,1,,,gY_Z1iqu
apartment-sell,آپارتمان,تهران,اوین,tehran,۱۱۲,۱۳۹۲,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۶۴٬۲۸۶٬۰۰۰ تومان,۲,۲,1,1,1,1,,,gYslNaxi
apartment-sell,آپارتمان,تهران,اوین,tehran,۸۰,۱۳۸۸,۵٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۷۳٬۷۵۰٬۰۰۰ تومان,۴,۲,1,1,1,1,,,gYAWbCR2
apartment-sell,آپارتمان,تهران,اوین,tehran,۸۰,۱۳۹۳,۱٬۳۶۰٬۰۰۰٬۰۰۰ تومان,۱۷٬۰۰۰٬۰۰۰ تومان,۲ از ۳,۲,,1,1,1,,,gYAiKKuN
