slug,category_title,city,district,latin_city,meter,built_year,total_cost,price_per_meter,floor,room,elevator,parking,storage,divder,lat,long,token
apartment-sell,آپارتمان,تهران,اراج,tehran,۱۳۰,۱۳۹۵,۹٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۷۰٬۰۰۰٬۰۰۰ تومان,۱,۳,1,1,1,1,,,gY2N11ZP
apartment-sell,آپارتمان,تهران,اراج,tehran,۱۵۰,۱۴۰۰,توافقی,,۳,۱,1,1,1,1,,,gYAm_82d
apartment-sell,آپارتمان,تهران,اراج,tehran,۷۶,۱۳۸۹,۴٬۵۶۰٬۰۰۰٬۰۰۰ تومان,۶۰٬۰۰۰٬۰۰۰ تومان,۱ از ۵,۲,1,1,1,1,,,gYAmc90A
apartment-sell,آپارتمان,تهران,اراج,tehran,۸۲,۱۳۹۱,۵٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۶۸٬۹۰۲٬۰۰۰ تومان,۱ از ۴,۲,1,1,1,1,35.798515374259,51.486283386982,gYAyLvcy
apartment-sell,آپارتمان,تهران,اراج,tehran,۱۵۰,۱۳۹۹,۱۰٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۷۰٬۰۰۰٬۰۰۰ تومان,۳ از ۶,۲,1,1,1,1,,,gYAe7wBr
apartment-sell,آپارتمان,تهران,اراج,tehran,۶۷,۱۳۸۵,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۴۹٬۲۵۴٬۰۰۰ تومان,۲,۱,1,1,1,1,,,gY2RCztm
apartment-sell,آپارتمان,تهران,اراج,tehran,۱۶۷,۱۳۸۷,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵۹٬۸۸۰٬۰۰۰ تومان,۳ از ۵,۳,1,1,1,1,35.7893,51.48759,gYAi5G3b
apartment-sell,آپارتمان,تهران,اراج,tehran,۱۴۸,۱۳۹۶,۹٬۹۲۰٬۰۰۰٬۰۰۰ تومان,۶۷٬۰۲۷٬۰۰۰ تومان,۳,۳,1,1,1,1,35.797234,51.491173,gYAaJt6m
apartment-sell,آپارتمان,تهران,اراج,tehran,۱۹۰,۱۳۸۵,۱۰٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۵۶٬۸۴۲٬۰۰۰ تومان,۳ از ۳,۳,1,1,1,1,,,gYzpnOAo
apartment-sell,آپارتمان,تهران,اراج,tehran,۷۰,۱۳۹۶,۴٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۶۱٬۴۲۹٬۰۰۰ تومان,۳ از ۴,۲,1,1,1,1,35.797466,51.489468,gY_dcNpq
apartment-sell,آپارتمان,تهران,اراج,tehran,۱۴۰,۱۳۸۷,۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۵۱٬۴۲۹٬۰۰۰ تومان,۱,۳,1,1,1,1,,,gY_BsOhX
apartment-sell,آپارتمان,تهران,اراج,tehran,۶۷,۱۳۸۷,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۴۹٬۲۵۴٬۰۰۰ تومان,۲ از ۵,۱,1,1,1,1,,,gYtljYwp
apartment-sell,آپارتمان,تهران,اراج,tehran,۱۴۱,۱۳۸۵,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵۶٬۷۳۸٬۰۰۰ تومان,۱ از ۴,۳,,1,1,1,,,gY2VF_rS
